Suburb,Crashes Since 2020,Population (2021 Census),Mobile,DDS,Fixed,Total,Median_Personal_Inc_Weekly,Gender_Ratio_M_F,Vehicles_0,Vehicles_1,Vehicles_2,Vehicles_3,Vehicles_4plus,Total_Vehicles,Percentage no vehicle,Lab_Force_Participation_Pct,Top_Non_AU_Ancestry_Pct,Tram Stops,V-Line Train,Bus Routes,Bus Stops.1,Metro Train,Train Lines,lgaregion,Cameras_Per_1000,Schools_Total,Schools_Govt,Schools_Primary,Schools_Secondary
FAIRLEY,0.0,14.0,1.0,0.0,0.0,1.0,900.0,1.1429,0.0,4.0,0.0,0.0,6.0,9.0,0.0,61.5,71.4,0.0,0.0,0.0,0.0,,,Swan Hill,71.43,0,0,0,0
FALLS CREEK,19.0,326.0,1.0,0.0,0.0,1.0,918.0,1.1544,7.0,10.0,4.0,5.0,0.0,25.0,28.0,70.3000030517578,34.4,0.0,0.0,0.0,0.0,,,East Gippsland,3.07,1,1,1,0
FARADAY,0.0,194.0,1.0,0.0,0.0,1.0,615.0,1.1724,0.0,12.0,29.0,23.0,16.0,82.0,0.0,56.4000015258789,39.7,0.0,0.0,0.0,0.0,,,Hepburn,5.15,0,0,0,0
FISHERMENS BEND,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
FIVE WAYS,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,Frankston,,0,0,0,0
FLINDERS,8.0,1130.0,1.0,0.0,0.0,1.0,1118.0,0.986,3.0,118.0,204.0,63.0,34.0,422.0,0.7,44.0999984741211,50.1,0.0,0.0,1.0,5.0,,,Mornington Peninsula,0.88,0,0,0,0
FLORA HILL,28.0,3989.0,1.0,0.0,0.0,1.0,705.0,0.8548,110.0,714.0,527.0,150.0,56.0,1564.0,7.0,64.5,40.6,0.0,0.0,6.0,29.0,,,Greater Bendigo,0.25,0,0,0,0
FLYNN,9.0,188.0,1.0,0.0,0.0,1.0,969.0,1.125,0.0,0.0,17.0,20.0,13.0,55.0,0.0,62.7000007629395,35.1,0.0,0.0,0.0,0.0,,,Wellington,5.32,0,0,0,0
FLYNNS CREEK UPPER,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
FOREST HILL,53.0,10780.0,1.0,0.0,1.0,2.0,706.0,0.9118,300.0,1641.0,1532.0,399.0,170.0,4043.0,7.4,57.7000007629395,26.6,12.0,0.0,6.0,51.0,,,Manningham,0.19,1,1,1,0
FRASER RISE,26.0,9097.0,1.0,0.0,0.0,1.0,972.0,0.9656,26.0,675.0,1412.0,439.0,152.0,2708.0,1.0,74.5,12.0,0.0,0.0,2.0,10.0,,,Melton,0.11,1,1,0,1
GAMA,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
GAPSTED,28.0,156.0,1.0,0.0,0.0,1.0,709.0,1.0833,0.0,10.0,24.0,11.0,8.0,60.0,0.0,64.1999969482422,44.2,0.0,0.0,0.0,0.0,,,Wangaratta,6.41,0,0,0,0
GARDEN CITY,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,Melbourne,,0,0,0,0
GATEWAY ISLAND,0.0,0.0,1.0,1.0,0.0,2.0,1125.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0,,0.0,1.0,2.0,2.0,,,Albury,inf,0,0,0,0
GEELONG,189.0,5811.0,1.0,0.0,0.0,1.0,865.0,0.9201,285.0,1174.0,724.0,201.0,87.0,2472.0,11.5,63.5,35.3,0.0,1.0,19.0,45.0,,,Greater Geelong,0.17,2,1,1,1
GENOA,6.0,66.0,1.0,0.0,0.0,1.0,390.0,0.9714,0.0,7.0,6.0,13.0,4.0,28.0,0.0,48.2000007629395,40.9,0.0,0.0,1.0,1.0,,,East Gippsland,15.15,0,0,0,0
GERANG GERUNG,7.0,65.0,1.0,0.0,0.0,1.0,1025.0,1.0294,0.0,8.0,10.0,7.0,6.0,28.0,0.0,81.5,41.5,0.0,0.0,0.0,0.0,,,West Wimmera,15.38,0,0,0,0
GILLIESTON,4.0,45.0,1.0,0.0,0.0,1.0,674.0,1.8571,0.0,0.0,8.0,5.0,3.0,20.0,0.0,68.5999984741211,44.4,0.0,0.0,0.0,0.0,,,Greater Shepparton,22.22,0,0,0,0
GISBORNE,60.0,10142.0,1.0,1.0,0.0,2.0,966.0,0.961,63.0,803.0,1589.0,556.0,405.0,3421.0,1.8,68.0999984741211,41.7,0.0,0.0,3.0,53.0,,,Moorabool,0.2,4,3,3,1
GISBORNE SOUTH,32.0,854.0,1.0,0.0,0.0,1.0,897.0,1.0382,0.0,31.0,98.0,73.0,71.0,273.0,0.0,63.0,35.9,0.0,0.0,0.0,0.0,,,Moorabool,1.17,0,0,0,0
GLADSTONE PARK,0.0,8213.0,1.0,0.0,0.0,1.0,610.0,1.0002,147.0,1012.0,1204.0,414.0,169.0,2947.0,5.0,53.4000015258789,21.9,0.0,0.0,4.0,32.0,,,Brimbank,0.12,4,3,3,1
GLEN HUNTLY,0.0,4905.0,1.0,0.0,0.0,1.0,1050.0,0.9671,374.0,1205.0,501.0,86.0,36.0,2201.0,17.0,70.5,22.1,0.0,0.0,2.0,2.0,1.0,1.0,Glen Eira,0.2,2,1,2,0
GLENALBYN,2.0,21.0,1.0,0.0,0.0,1.0,749.0,0.75,0.0,0.0,0.0,3.0,0.0,8.0,0.0,77.8000030517578,52.4,0.0,0.0,0.0,0.0,,,Loddon,47.62,0,0,0,0
GLENBURN,62.0,443.0,1.0,0.0,0.0,1.0,696.0,1.037,0.0,21.0,70.0,27.0,28.0,145.0,0.0,53.0999984741211,38.6,0.0,0.0,1.0,1.0,,,Mitchell,2.26,0,0,0,0
GLENGARRY,11.0,1113.0,1.0,0.0,0.0,1.0,845.0,0.9683,0.0,68.0,148.0,93.0,66.0,375.0,0.0,67.9000015258789,40.3,0.0,0.0,0.0,0.0,,,Baw Baw,0.9,1,1,1,0
GLENGARRY WEST,13.0,155.0,1.0,0.0,0.0,1.0,743.0,0.9744,0.0,11.0,22.0,8.0,11.0,52.0,0.0,61.7999992370606,40.0,0.0,0.0,0.0,0.0,,,Baw Baw,6.45,0,0,0,0
GLENORCHY,4.0,131.0,1.0,0.0,0.0,1.0,508.0,1.339,0.0,15.0,19.0,5.0,12.0,54.0,0.0,50.0,49.6,0.0,0.0,1.0,2.0,,,Yarriambiack,7.63,0,0,0,0
GLENTHOMPSON,12.0,256.0,1.0,0.0,0.0,1.0,633.0,1.082,0.0,37.0,35.0,16.0,12.0,111.0,0.0,55.0,45.3,0.0,0.0,1.0,2.0,,,Moyne,3.91,0,0,0,0
GLENVALE,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
GOORAM,19.0,141.0,1.0,0.0,0.0,1.0,697.0,0.9706,0.0,13.0,14.0,17.0,10.0,52.0,0.0,63.0999984741211,43.3,0.0,0.0,0.0,0.0,,,Murrindindi,7.09,0,0,0,0
GOORAMBAT,8.0,269.0,1.0,0.0,0.0,1.0,645.0,1.0698,0.0,20.0,37.0,22.0,19.0,96.0,0.0,52.5999984741211,46.8,0.0,0.0,1.0,2.0,,,Greater Shepparton,3.72,0,0,0,0
GOORNONG,14.0,718.0,1.0,0.0,0.0,1.0,739.0,0.9834,0.0,51.0,105.0,40.0,46.0,247.0,0.0,64.1999969482422,40.9,0.0,1.0,0.0,0.0,,,Campaspe,1.39,1,1,1,0
GRAHAMVALE,46.0,685.0,1.0,0.0,0.0,1.0,870.0,1.0926,3.0,32.0,90.0,60.0,49.0,228.0,1.3,68.5999984741211,33.9,0.0,0.0,0.0,0.0,,,Strathbogie,1.46,1,1,1,0
GRANITE ROCK,0.0,261.0,1.0,0.0,0.0,1.0,737.0,0.9474,0.0,17.0,36.0,26.0,15.0,91.0,0.0,62.2999992370606,46.4,0.0,0.0,0.0,0.0,,,East Gippsland,3.83,0,0,0,0
GRANTON,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
GRASSMERE,3.0,385.0,1.0,0.0,0.0,1.0,817.0,0.9847,0.0,26.0,43.0,35.0,26.0,135.0,0.0,70.6999969482422,40.3,0.0,0.0,0.0,0.0,,,Moyne,2.6,0,0,0,0
GRAYTOWN,2.0,60.0,1.0,0.0,0.0,1.0,489.0,1.619,0.0,7.0,13.0,7.0,5.0,27.0,0.0,54.9000015258789,48.3,0.0,0.0,0.0,0.0,,,Greater Shepparton,16.67,0,0,0,0
GREENWALD,8.0,58.0,1.0,0.0,0.0,1.0,669.0,1.0,0.0,7.0,8.0,6.0,7.0,21.0,0.0,58.7000007629395,37.9,0.0,0.0,0.0,0.0,,,Moyne,17.24,0,0,0,0
GUNBOWER,4.0,578.0,1.0,0.0,0.0,1.0,607.0,1.0429,6.0,60.0,83.0,40.0,33.0,222.0,2.7,58.5,41.7,0.0,0.0,1.0,2.0,,,Campaspe,1.73,1,1,1,0
GYPSUM,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
HADDON,18.0,1276.0,1.0,0.0,0.0,1.0,790.0,1.0799,0.0,72.0,160.0,93.0,102.0,434.0,0.0,67.9000015258789,47.9,0.0,0.0,1.0,2.0,,,Moyne,0.78,1,1,1,0
HARRIETVILLE,33.0,488.0,1.0,0.0,0.0,1.0,902.0,1.1304,4.0,37.0,68.0,28.0,21.0,156.0,2.6,59.7999992370606,38.5,0.0,0.0,0.0,0.0,,,Unincorporated Vic,2.05,1,1,1,0
HAVELOCK,3.0,83.0,1.0,0.0,0.0,1.0,483.0,1.0256,0.0,4.0,14.0,7.0,3.0,28.0,0.0,47.2000007629395,38.6,0.0,0.0,0.0,0.0,,,Mount Alexander,12.05,0,0,0,0
HAWTHORN EAST,0.0,14834.0,1.0,0.0,0.0,1.0,1244.0,0.8995,674.0,3031.0,1879.0,404.0,206.0,6198.0,10.9,69.8000030517578,31.2,48.0,0.0,1.0,7.0,1.0,1.0,Boroondara,0.07,4,3,2,2
HEATHERTON,29.0,2826.0,1.0,0.0,0.0,1.0,891.0,0.9618,31.0,297.0,466.0,110.0,47.0,953.0,3.3,68.5,23.7,0.0,0.0,4.0,28.0,,,Kingston (Vic.),0.35,0,0,0,0
HEDLEY,16.0,108.0,1.0,0.0,0.0,1.0,489.0,1.25,0.0,11.0,21.0,5.0,12.0,48.0,0.0,53.7000007629395,50.0,0.0,0.0,0.0,0.0,,,Wellington,9.26,0,0,0,0
HEIDELBERG WEST,0.0,5252.0,1.0,0.0,0.0,1.0,612.0,0.9883,316.0,892.0,634.0,134.0,58.0,2035.0,15.5,55.2999992370606,24.7,0.0,0.0,10.0,43.0,,,Banyule,0.19,1,0,1,0
HERNE HILL,115.0,3507.0,1.0,0.0,0.0,1.0,870.0,0.8949,138.0,689.0,554.0,147.0,56.0,1582.0,8.7,68.8000030517578,40.3,0.0,0.0,2.0,17.0,,,Golden Plains,0.29,1,0,0,1
HEYWOOD,11.0,1815.0,1.0,0.0,0.0,1.0,622.0,1.0222,34.0,229.0,257.0,112.0,76.0,710.0,4.8,49.4000015258789,40.1,0.0,0.0,1.0,2.0,,,Moyne,0.55,2,2,1,1
HIGH CAMP,7.0,122.0,1.0,0.0,0.0,1.0,820.0,0.9516,0.0,3.0,11.0,14.0,6.0,37.0,0.0,57.4000015258789,45.1,0.0,0.0,0.0,0.0,,,Macedon Ranges,8.2,0,0,0,0
HILLSIDE,0.0,17331.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,Brimbank,0.06,2,1,2,0
HOMEWOOD,0.0,70.0,1.0,0.0,0.0,1.0,916.0,1.2581,0.0,7.0,11.0,0.0,3.0,21.0,0.0,60.4000015258789,41.4,0.0,0.0,0.0,0.0,,,Mitchell,14.29,0,0,0,0
HOPETOUN,8.0,694.0,1.0,0.0,0.0,1.0,572.0,0.9855,12.0,111.0,104.0,48.0,25.0,299.0,4.0,50.2000007629395,41.2,0.0,0.0,1.0,2.0,,,Yarriambiack,1.44,2,1,1,0
HOPETOUN PARK,0.0,914.0,1.0,0.0,0.0,1.0,808.0,1.0244,0.0,23.0,77.0,67.0,84.0,254.0,0.0,70.3000030517578,35.1,0.0,0.0,0.0,0.0,,,Melton,1.09,0,0,0,0
HOWQUA,0.0,158.0,1.0,0.0,0.0,1.0,420.0,0.2077,0.0,3.0,10.0,0.0,0.0,24.0,0.0,40.9000015258789,30.4,0.0,0.0,0.0,0.0,,,Murrindindi,6.33,0,0,0,0
HUGHESDALE,0.0,7563.0,1.0,0.0,0.0,1.0,935.0,0.9367,284.0,1270.0,1017.0,241.0,98.0,2909.0,9.8,68.5999984741211,22.3,0.0,0.0,11.0,33.0,1.0,1.0,Monash,0.13,2,1,1,1
HUME FREEWAY EPPING,0.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
HUNTINGDALE,0.0,1949.0,1.0,0.0,0.0,1.0,839.0,1.0778,54.0,262.0,279.0,77.0,27.0,698.0,7.7,68.9000015258789,18.6,0.0,0.0,7.0,9.0,,,Monash,0.51,0,0,0,0
HUNTLY,9.0,3585.0,1.0,0.0,0.0,1.0,880.0,0.9297,10.0,284.0,517.0,199.0,148.0,1159.0,0.9,67.6999969482422,38.7,0.0,1.0,1.0,21.0,,,Mount Alexander,0.28,1,1,1,0
HURSTBRIDGE,66.0,3554.0,1.0,0.0,0.0,1.0,898.0,1.0023,27.0,297.0,486.0,225.0,179.0,1214.0,2.2,69.5999984741211,42.1,0.0,0.0,1.0,3.0,1.0,1.0,Nillumbik,0.28,1,1,1,0
ILLAWARRA,3.0,80.0,1.0,0.0,0.0,1.0,1012.0,1.0,0.0,8.0,12.0,11.0,3.0,28.0,0.0,74.1999969482422,51.2,0.0,0.0,0.0,0.0,,,Ararat,12.5,0,0,0,0
IRAAK,4.0,118.0,1.0,0.0,0.0,1.0,787.0,1.22,0.0,12.0,16.0,12.0,8.0,41.0,0.0,63.5999984741211,26.3,0.0,0.0,0.0,0.0,,,Mildura,8.47,0,0,0,0
IRREWILLIPE,4.0,100.0,1.0,0.0,0.0,1.0,780.0,1.1556,0.0,5.0,20.0,7.0,8.0,43.0,0.0,78.8000030517578,46.0,0.0,0.0,0.0,0.0,,,Corangamite,10.0,0,0,0,0
JALLUKAR,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
JARKLIN,6.0,49.0,1.0,0.0,0.0,1.0,725.0,1.1304,0.0,0.0,3.0,4.0,6.0,12.0,0.0,55.5999984741211,36.7,0.0,0.0,0.0,0.0,,,Loddon,20.41,0,0,0,0
JOHNSONVILLE,6.0,326.0,1.0,0.0,0.0,1.0,517.0,0.9357,4.0,51.0,53.0,15.0,15.0,141.0,2.8,42.0,44.8,0.0,0.0,2.0,3.0,,,East Gippsland,3.07,0,0,0,0
JUNG,6.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,Horsham,,0,0,0,0
KALPIENUNG,0.0,28.0,1.0,0.0,0.0,1.0,900.0,0.9286,0.0,0.0,0.0,5.0,5.0,7.0,0.0,66.6999969482422,42.9,0.0,0.0,0.0,0.0,,,Buloke,35.71,0,0,0,0
KANIVA,13.0,891.0,1.0,2.0,0.0,3.0,635.0,0.9081,20.0,125.0,137.0,65.0,38.0,388.0,5.2,57.0,47.0,0.0,0.0,1.0,2.0,,,Hindmarsh,3.37,1,1,0,0
KANUMBRA,4.0,53.0,1.0,0.0,0.0,1.0,587.0,1.125,0.0,5.0,8.0,7.0,8.0,26.0,0.0,50.0,49.1,0.0,0.0,0.0,0.0,,,Murrindindi,18.87,0,0,0,0
KARADOC,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
KARAWINNA,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
KARNAK,0.0,9.0,1.0,0.0,0.0,1.0,850.0,1.6667,0.0,0.0,3.0,0.0,0.0,4.0,0.0,54.5,66.7,0.0,0.0,0.0,0.0,,,Northern Grampians,111.11,0,0,0,0
KATAMATITE,25.0,453.0,1.0,1.0,0.0,2.0,643.0,0.9693,0.0,40.0,56.0,28.0,26.0,153.0,0.0,59.0999984741211,36.9,0.0,0.0,0.0,0.0,,,Moira,4.42,1,1,1,0
KEILOR NORTH,163.0,67.0,1.0,1.0,0.0,2.0,662.0,1.0625,0.0,0.0,12.0,8.0,8.0,21.0,0.0,47.5999984741211,28.4,0.0,0.0,1.0,1.0,,,Hume,29.85,1,0,0,1
KENLEY,0.0,64.0,1.0,0.0,0.0,1.0,812.0,3.1333,0.0,0.0,5.0,0.0,4.0,9.0,0.0,90.6999969482422,25.0,0.0,0.0,0.0,0.0,,,Swan Hill,15.62,0,0,0,0
KEON PARK,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,Darebin,,0,0,0,0
KERANG EAST,1.0,44.0,1.0,0.0,0.0,1.0,410.0,0.84,0.0,9.0,8.0,0.0,0.0,12.0,0.0,51.5,22.7,0.0,0.0,0.0,0.0,,,Swan Hill,22.73,0,0,0,0
KERANG SOUTH,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
KERGUNYAH,0.0,232.0,1.0,0.0,0.0,1.0,847.0,1.1887,0.0,7.0,45.0,21.0,12.0,86.0,0.0,66.5,35.3,0.0,0.0,0.0,0.0,,,Albury,4.31,0,0,0,0
KIALLA WEST,0.0,415.0,1.0,1.0,0.0,2.0,805.0,1.1224,0.0,22.0,48.0,37.0,36.0,139.0,0.0,67.0,45.8,0.0,0.0,0.0,0.0,,,Strathbogie,4.82,1,1,1,0
KILCUNDA,12.0,578.0,1.0,2.0,0.0,3.0,714.0,1.021,4.0,73.0,102.0,37.0,15.0,234.0,1.7,54.5,43.4,0.0,0.0,1.0,2.0,,,Bass Coast,5.19,0,0,0,0
KILLAWARRA,9.0,391.0,1.0,0.0,0.0,1.0,889.0,1.0415,0.0,16.0,51.0,43.0,24.0,137.0,0.0,67.0999984741211,43.7,0.0,0.0,0.0,0.0,,,Moira,2.56,0,0,0,0
KILSYTH,32.0,11699.0,1.0,0.0,0.0,1.0,803.0,0.9093,204.0,1620.0,1855.0,534.0,326.0,4544.0,4.5,63.7999992370606,41.0,0.0,0.0,5.0,56.0,,,Maroondah,0.09,4,2,4,0
KILSYTH SOUTH,32.0,2862.0,1.0,0.0,1.0,2.0,837.0,1.0113,8.0,149.0,379.0,207.0,174.0,915.0,0.9,73.1999969482422,42.0,0.0,0.0,3.0,18.0,,,Maroondah,0.7,0,0,0,0
KING VALLEY,0.0,87.0,1.0,0.0,0.0,1.0,838.0,1.2895,0.0,4.0,17.0,5.0,5.0,35.0,0.0,73.5999984741211,43.7,0.0,0.0,0.0,0.0,,,Moira,11.49,0,0,0,0
KINGLAKE CENTRAL,2.0,413.0,1.0,0.0,0.0,1.0,653.0,1.055,0.0,22.0,54.0,40.0,23.0,138.0,0.0,60.0999984741211,37.8,0.0,0.0,1.0,9.0,,,Nillumbik,2.42,1,1,1,0
KINGLAKE WEST,6.0,1305.0,1.0,0.0,0.0,1.0,801.0,1.1238,5.0,66.0,145.0,97.0,83.0,393.0,1.3,58.5,36.6,0.0,0.0,2.0,12.0,,,Nillumbik,0.77,1,1,1,0
KINIMAKATKA,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
KNOWSLEY,3.0,168.0,1.0,0.0,0.0,1.0,845.0,1.1667,0.0,18.0,13.0,15.0,10.0,58.0,0.0,66.1999969482422,27.4,0.0,0.0,0.0,0.0,,,Mitchell,5.95,0,0,0,0
KNOXFIELD,229.0,7645.0,1.0,0.0,0.0,1.0,764.0,0.9575,69.0,929.0,1259.0,372.0,189.0,2820.0,2.4,62.4000015258789,27.8,0.0,0.0,10.0,53.0,,,Knox,0.13,3,3,2,1
KOONOOMOO,16.0,305.0,1.0,0.0,0.0,1.0,638.0,1.0533,3.0,21.0,47.0,30.0,21.0,118.0,2.5,54.7999992370606,47.2,0.0,0.0,1.0,2.0,,,Berrigan,3.28,0,0,0,0
KOOREH,2.0,29.0,1.0,0.0,0.0,1.0,979.0,1.1667,0.0,0.0,12.0,0.0,0.0,8.0,0.0,82.5999984741211,51.7,0.0,0.0,0.0,0.0,,,Loddon,34.48,0,0,0,0
KORIELLA,1.0,66.0,1.0,0.0,0.0,1.0,855.0,0.9706,0.0,0.0,8.0,4.0,8.0,25.0,0.0,56.0999984741211,43.9,0.0,0.0,0.0,0.0,,,Murrindindi,15.15,0,0,0,0
KORWEINGUBOORA,5.0,196.0,1.0,0.0,0.0,1.0,606.0,1.4375,0.0,19.0,28.0,17.0,6.0,80.0,0.0,55.0999984741211,35.7,0.0,0.0,0.0,0.0,,,Macedon Ranges,5.1,0,0,0,0
KOTUPNA,5.0,132.0,1.0,0.0,0.0,1.0,659.0,1.0,0.0,10.0,11.0,11.0,11.0,46.0,0.0,72.6999969482422,31.1,0.0,0.0,0.0,0.0,,,Moira,7.58,0,0,0,0
KULWIN,2.0,16.0,1.0,0.0,0.0,1.0,900.0,0.75,0.0,0.0,0.0,0.0,7.0,5.0,0.0,66.6999969482422,18.8,0.0,0.0,0.0,0.0,,,Hindmarsh,62.5,0,0,0,0
KURTING,0.0,61.0,1.0,0.0,0.0,1.0,525.0,1.2333,0.0,5.0,7.0,6.0,11.0,23.0,0.0,48.0,29.5,0.0,0.0,0.0,0.0,,,Loddon,16.39,0,0,0,0
KYVALLEY,2.0,363.0,1.0,0.0,0.0,1.0,748.0,1.1176,0.0,19.0,39.0,30.0,33.0,118.0,0.0,66.6999969482422,32.8,0.0,0.0,0.0,0.0,,,Campaspe,2.75,0,0,0,0
LACEBY,6.0,304.0,1.0,0.0,0.0,1.0,774.0,1.0268,0.0,17.0,38.0,22.0,13.0,93.0,0.0,59.5999984741211,42.8,0.0,0.0,0.0,0.0,,,Moira,3.29,0,0,0,0
LADYS PASS,2.0,118.0,1.0,0.0,0.0,1.0,731.0,1.3462,0.0,11.0,26.0,7.0,9.0,55.0,0.0,63.5,48.3,0.0,0.0,0.0,0.0,,,Mitchell,8.47,0,0,0,0
LAKE BOLAC,1.0,368.0,1.0,0.0,0.0,1.0,632.0,1.1214,0.0,35.0,56.0,30.0,17.0,145.0,0.0,56.5999984741211,35.3,0.0,0.0,1.0,2.0,,,Moyne,2.72,1,1,0,0
LAKE CHARM,2.0,147.0,1.0,0.0,0.0,1.0,635.0,0.9737,0.0,5.0,23.0,7.0,11.0,48.0,0.0,52.7000007629395,44.9,0.0,0.0,1.0,1.0,,,Gannawarra,6.8,0,0,0,0
LAKE FYANS,0.0,23.0,1.0,0.0,0.0,1.0,1024.0,1.0,0.0,0.0,3.0,5.0,0.0,7.0,0.0,50.0,21.7,0.0,0.0,0.0,0.0,,,Ararat,43.48,0,0,0,0
LAKE GOLDSMITH,3.0,22.0,1.0,0.0,0.0,1.0,450.0,0.6875,0.0,0.0,0.0,0.0,3.0,9.0,0.0,59.0999984741211,59.1,0.0,0.0,0.0,0.0,,,Ararat,45.45,0,0,0,0
LAKE POWELL,4.0,86.0,1.0,0.0,0.0,1.0,846.0,2.3462,10.0,3.0,10.0,3.0,5.0,28.0,35.7,70.0999984741211,15.1,0.0,0.0,0.0,0.0,,,Swan Hill,11.63,0,0,0,0
LAKE TYERS,0.0,4.0,1.0,0.0,0.0,1.0,649.0,,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,125.0,0.0,0.0,0.0,0.0,,,East Gippsland,250.0,0,0,0,0
LALBERT,1.0,138.0,1.0,0.0,0.0,1.0,599.0,1.2131,3.0,11.0,13.0,11.0,19.0,55.0,5.5,50.4000015258789,39.9,0.0,0.0,0.0,0.0,,,Buloke,7.25,0,0,0,0
LAMPLOUGH,1.0,49.0,1.0,0.0,0.0,1.0,488.0,0.9615,0.0,3.0,14.0,3.0,0.0,25.0,0.0,47.7000007629395,67.3,0.0,0.0,0.0,0.0,,,Corangamite,20.41,0,0,0,0
LANCEFIELD,44.0,2743.0,1.0,0.0,0.0,1.0,771.0,0.9331,12.0,218.0,414.0,185.0,148.0,980.0,1.2,62.7999992370606,40.4,0.0,0.0,1.0,2.0,,,Mitchell,0.36,2,1,2,0
LANG LANG SOUTH,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
LAVERTON NORTH,778.0,119.0,1.0,1.0,0.0,2.0,599.0,2.2105,7.0,24.0,11.0,0.0,5.0,44.0,15.9,34.9000015258789,26.9,0.0,0.0,5.0,46.0,,,Wyndham,16.81,0,0,0,0
LAWLOIT,0.0,14.0,1.0,0.0,0.0,1.0,1406.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,85.6999969482422,50.0,0.0,0.0,0.0,0.0,,,West Wimmera,71.43,0,0,0,0
LEICHARDT,1.0,167.0,1.0,0.0,0.0,1.0,805.0,1.037,0.0,6.0,13.0,10.0,15.0,49.0,0.0,75.6999969482422,40.7,0.0,0.0,0.0,0.0,,,Greater Bendigo,5.99,0,0,0,0
LEIGH CREEK,0.0,65.0,1.0,0.0,0.0,1.0,556.0,1.5,0.0,4.0,9.0,4.0,4.0,23.0,0.0,59.5999984741211,23.1,0.0,0.0,0.0,0.0,,,Corangamite,15.38,0,0,0,0
LENEVA,17.0,1317.0,1.0,0.0,0.0,1.0,1074.0,0.9879,3.0,87.0,213.0,77.0,43.0,420.0,0.7,76.3000030517578,41.2,0.0,0.0,0.0,0.0,,,Albury,0.76,1,0,0,0
LEONGATHA,49.0,5869.0,1.0,1.0,0.0,2.0,641.0,0.9076,136.0,918.0,876.0,312.0,146.0,2381.0,5.7,53.2999992370606,45.3,0.0,0.0,1.0,1.0,,,Baw Baw,0.34,5,3,2,2
LEONGATHA SOUTH,42.0,616.0,1.0,0.0,0.0,1.0,749.0,1.085,4.0,30.0,89.0,46.0,36.0,202.0,2.0,69.0999984741211,36.9,0.0,0.0,0.0,0.0,,,Baw Baw,1.62,0,0,0,0
LIMA,0.0,92.0,1.0,0.0,0.0,1.0,737.0,1.0222,0.0,5.0,20.0,3.0,8.0,35.0,0.0,64.0,39.1,0.0,0.0,0.0,0.0,,,Mansfield,10.87,0,0,0,0
LIMESTONE,1.0,121.0,1.0,0.0,0.0,1.0,545.0,1.1091,0.0,0.0,20.0,10.0,9.0,39.0,0.0,52.5,43.8,0.0,0.0,0.0,0.0,,,Mitchell,8.26,0,0,0,0
LINDENOW,2.0,527.0,1.0,0.0,0.0,1.0,702.0,1.1901,4.0,57.0,71.0,33.0,21.0,180.0,2.2,58.2999992370606,36.4,0.0,0.0,0.0,0.0,,,East Gippsland,1.9,1,1,1,0
LINDENOW SOUTH,9.0,475.0,1.0,0.0,0.0,1.0,719.0,1.0925,0.0,32.0,69.0,37.0,24.0,166.0,0.0,58.7000007629395,39.8,0.0,0.0,1.0,1.0,,,East Gippsland,2.11,1,1,1,0
LISMORE,8.0,472.0,1.0,0.0,0.0,1.0,533.0,1.0652,13.0,75.0,63.0,29.0,26.0,205.0,6.3,52.2000007629395,39.4,0.0,0.0,1.0,1.0,,,Golden Plains,2.12,1,1,1,0
